,Main_Pollutant,Date,AQI_VALUE,Year,Month,Day,Hour,PM2.5,PM10,SO2,CO,Ozone,NO,NO2,NOx,maxtempC,mintempC,sunHour,uvIndex,uvIndex.1,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,PM10_AVG24H,PM2.5_AVG24H,SO2_AVG24H,CO_AVG8H,Ozone_AVG8H,NOx_AVG24H,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,CO_SubIndex,Ozone_SubIndex,NOx_SubIndex,Checks
802,NOx,2017-09-19,229.92,2017.0,9.0,19.0,11.5,10.53,181.99,35.01,1.85,55.58,46.61,78.68,241.3,38.0,29.0,11.6,8.0,5.08,22.33,42.96,42.96,36.54,8.08,3.38,45.21,0.0,1002.21,32.88,10.0,74.25,7.04,156.2,4.82,27.63,1.49,60.2,210.39,137.21,7.54,33.96,46.5,62.75,229.92,6.0
803,NOx,2017-09-20,264.67,2017.0,9.0,20.0,11.5,6.53,201.58,31.57,2.74,43.63,110.78,72.79,219.82,38.0,29.0,11.6,8.0,5.12,21.08,43.79,43.79,37.88,7.42,1.12,39.88,0.0,1001.33,33.33,10.0,64.0,6.42,191.51,11.54,32.18,2.4,45.23,245.35,160.5,18.71,39.67,79.33,45.58,264.67,6.0
804,NOx,2017-09-21,205.88,2017.0,9.0,21.0,11.5,19.67,110.36,20.02,1.46,24.22,55.95,42.98,151.78,36.0,28.0,11.6,8.0,4.79,22.0,36.42,36.42,32.25,16.04,18.38,56.29,0.0,1002.12,31.17,10.0,109.29,13.33,180.03,16.92,26.05,2.26,23.69,186.44,152.96,27.79,32.25,71.25,23.21,205.88,6.0
805,NOx,2017-09-22,175.0,2017.0,9.0,22.0,13.0,1.23,35.0,20.53,1.03,9.86,26.44,39.79,209.83,28.0,25.0,6.0,7.0,3.95,22.0,28.37,28.37,26.11,20.89,88.37,78.63,1.3,1003.16,25.84,8.68,54.21,15.53,59.46,6.68,22.81,0.97,11.04,155.51,72.53,10.74,27.95,41.16,10.63,175.0,6.0
806,NOx,2017-09-23,194.06,2017.0,9.0,23.0,12.56,3.33,32.07,13.85,0.57,9.51,10.81,31.38,118.3,25.0,23.0,7.4,5.0,3.11,22.17,27.11,27.11,24.78,14.78,76.44,86.17,0.31,1004.83,24.11,9.39,228.39,11.61,30.4,2.59,17.53,0.64,9.65,174.71,50.06,3.67,21.39,31.17,9.11,194.06,6.0
807,NOx,2017-09-24,131.52,2017.0,9.0,24.0,11.91,5.04,94.02,15.83,1.17,24.03,23.24,35.99,100.54,34.0,23.0,11.6,7.0,4.7,23.96,37.91,37.91,31.74,9.3,12.52,66.22,0.0,1005.96,28.22,10.0,328.48,7.78,56.92,2.55,14.57,0.83,23.47,111.92,67.87,3.83,17.61,32.43,23.04,131.52,5.87
808,NOx,2017-09-25,181.42,2017.0,9.0,25.0,11.5,9.2,160.55,17.85,2.23,29.39,62.09,54.48,175.78,37.0,27.0,11.6,8.0,4.92,19.79,37.88,37.88,34.54,8.58,2.88,43.38,0.0,1004.12,31.38,10.0,266.71,7.38,124.76,8.45,15.28,1.79,29.41,161.98,116.29,13.58,18.67,67.75,28.92,181.42,6.0
809,NOx,2017-09-26,239.75,2017.0,9.0,26.0,11.5,22.0,197.05,17.48,2.59,28.09,100.01,57.34,235.45,36.0,28.0,11.6,8.0,4.92,17.62,38.33,38.33,36.29,6.92,0.88,34.79,0.0,1004.96,31.71,10.0,292.0,5.96,184.67,9.61,17.02,2.56,28.03,220.18,156.12,15.62,20.71,81.17,27.54,239.75,6.0
810,NOx,2017-09-27,194.25,2017.0,9.0,27.0,11.5,4.39,218.54,19.86,3.11,39.38,146.05,67.55,169.92,37.0,27.0,11.6,8.0,5.04,16.0,38.17,38.17,36.67,6.5,1.42,30.83,0.0,1005.79,31.92,10.0,181.42,5.62,207.56,19.07,19.23,3.04,39.42,169.47,171.29,31.29,23.54,88.38,38.92,188.96,6.0
811,NOx,2017-09-28,214.08,2017.0,9.0,28.0,11.5,10.42,200.77,18.18,2.64,35.03,124.44,72.87,190.98,37.0,28.0,11.6,8.0,5.08,15.33,37.42,37.42,36.33,6.79,2.96,29.71,0.0,1004.46,32.33,10.0,211.88,5.75,207.61,10.29,18.88,2.83,35.09,194.76,171.33,16.58,23.04,86.42,34.71,214.08,6.0
812,NOx,2017-09-29,199.33,2017.0,9.0,29.0,11.5,25.67,223.36,24.94,2.67,33.72,123.53,73.27,165.51,38.0,28.0,11.6,8.0,5.04,14.25,34.96,34.96,34.92,6.46,5.04,29.83,0.0,1004.71,32.33,10.0,248.0,5.46,216.64,20.25,20.05,2.56,33.7,176.88,177.42,33.21,24.58,82.79,33.33,196.42,6.0
813,PM10,2017-09-30,181.17,2017.0,9.0,30.0,11.5,6.73,227.42,28.43,2.68,37.65,139.82,58.99,157.99,38.0,28.0,11.6,8.0,5.08,13.21,38.46,38.46,37.92,6.12,0.0,24.33,0.0,1006.54,32.42,10.0,308.33,5.33,222.27,11.17,26.87,2.82,37.17,152.74,180.96,18.08,33.12,86.88,36.62,172.29,6.0
814,PM2.5,2017-10-01,324.88,2017.0,10.0,1.0,11.5,127.33,190.53,24.96,1.63,35.4,35.72,60.93,103.06,38.0,27.0,11.6,8.0,5.0,12.88,37.79,37.79,37.58,7.04,0.0,23.88,0.0,1006.12,32.25,10.0,269.75,6.08,212.98,152.79,25.68,1.63,35.12,106.92,179.21,324.88,31.71,58.21,34.62,126.46,6.0
815,PM10,2017-10-02,301.5,2017.0,10.0,2.0,15.3,72.29,247.49,26.75,1.95,52.27,54.66,74.4,140.9,38.0,27.0,11.6,8.0,5.4,11.7,36.7,36.7,37.1,8.1,0.0,22.3,0.0,1004.2,32.8,10.0,292.5,7.1,302.08,117.9,33.1,1.68,50.61,126.9,301.5,277.4,40.7,42.6,50.0,146.4,6.0
816,PM10,2017-10-03,133.59,2017.0,10.0,3.0,11.0,39.53,130.64,26.78,1.0,,4.04,31.96,33.74,37.0,27.0,11.6,8.0,4.91,13.18,36.41,36.41,36.36,7.09,0.0,25.77,0.0,1006.68,31.18,10.0,297.05,6.23,150.6,47.88,27.1,1.02,,47.31,133.59,79.23,33.27,49.41,0.0,58.55,5.0
817,PM2.5,2017-10-05,217.62,2017.0,10.0,5.0,11.5,85.9,165.17,40.03,1.0,92.88,0.47,18.41,17.01,37.0,27.0,11.6,8.0,4.92,15.0,37.58,37.58,36.29,7.96,0.0,30.62,0.0,1007.83,31.29,10.0,151.0,7.04,220.36,92.06,41.97,1.04,98.6,23.83,198.62,205.62,51.75,51.21,104.88,29.29,6.0
818,PM10,2017-10-06,147.92,2017.0,10.0,6.0,11.5,12.82,185.04,27.96,1.42,67.63,17.59,63.9,80.93,29.0,27.0,11.6,7.0,4.25,13.67,33.25,33.25,33.54,5.71,0.0,29.83,0.0,1008.0,27.71,10.0,113.12,5.12,167.2,13.4,31.33,1.36,81.12,67.98,144.46,21.92,38.67,32.46,85.29,84.29,6.0
819,PM10,2017-10-07,126.67,2017.0,10.0,7.0,11.5,18.4,135.87,13.9,1.09,37.7,13.1,39.64,53.19,36.0,26.0,11.6,8.0,4.88,11.25,35.33,35.33,36.04,7.04,0.0,23.0,0.0,1006.79,30.71,10.0,257.79,6.04,140.46,21.42,16.43,1.43,34.69,83.43,126.67,35.25,20.08,49.96,34.17,102.33,6.0
820,NOx,2017-10-08,121.71,2017.0,10.0,8.0,11.5,14.79,105.36,13.01,1.25,30.16,20.63,38.67,62.63,35.0,27.0,8.7,8.0,4.79,18.0,38.38,38.38,36.08,6.88,0.0,35.79,0.0,1006.21,30.75,10.0,139.67,5.96,107.05,18.01,14.65,1.74,29.35,99.97,104.5,29.54,17.79,60.46,28.88,119.29,6.0
821,NOx,2017-10-09,180.29,2017.0,10.0,9.0,11.5,21.52,138.92,17.39,1.77,58.24,62.08,44.92,182.53,36.0,27.0,8.7,8.0,4.83,17.54,37.58,37.58,35.5,8.12,1.0,35.75,0.0,1006.54,30.96,10.0,81.04,7.04,140.14,9.59,17.8,1.77,59.83,160.77,126.5,15.46,21.67,66.79,62.92,180.29,6.0
822,PM10,2017-10-10,309.58,2017.0,10.0,10.0,11.5,41.61,312.96,40.97,3.45,47.35,147.68,85.03,199.76,35.0,27.0,8.7,8.0,4.79,16.62,36.67,36.67,35.5,7.62,1.0,33.33,0.0,1006.04,30.92,10.0,70.67,6.54,310.1,19.89,42.48,3.3,49.03,196.23,309.58,32.54,52.42,101.96,49.71,215.62,6.0
823,PM10,2017-10-11,828.17,2017.0,10.0,11.0,11.5,358.38,622.08,22.93,3.49,29.9,91.84,166.07,238.22,36.0,27.0,8.7,8.0,4.83,17.33,37.83,37.83,35.79,6.46,0.96,34.67,0.0,1006.25,31.08,10.0,76.29,5.58,739.2,437.12,24.8,3.54,30.49,288.87,828.17,415.08,30.58,114.54,30.0,303.92,6.0
824,PM10,2017-10-12,414.96,2017.0,10.0,12.0,11.5,263.67,445.0,47.81,3.69,25.04,179.67,146.33,56.6,36.0,27.0,8.7,8.0,4.83,14.83,35.96,35.96,35.42,6.71,1.71,29.96,0.0,1005.67,30.96,10.0,239.88,5.88,435.76,256.58,46.9,3.63,25.01,58.17,408.21,151.58,57.88,119.58,24.58,69.75,5.92
825,PM10,2017-10-13,300.12,2017.0,10.0,13.0,11.5,16.33,320.12,43.85,0.0,49.91,73.06,95.01,137.07,36.0,27.0,8.7,8.0,4.88,10.21,35.17,35.17,36.17,7.46,0.0,21.21,0.0,1003.92,31.0,10.0,295.58,6.5,300.54,13.3,35.77,0.0,49.8,198.34,300.0,21.67,40.46,0.0,50.79,217.83,4.92
826,PM10,2017-10-14,322.33,2017.0,10.0,14.0,11.5,9.84,335.83,44.37,0.0,39.21,150.15,92.98,184.93,38.0,27.0,8.7,8.0,5.0,10.54,37.0,37.0,37.33,6.92,0.0,20.58,0.0,1003.67,32.08,10.0,310.83,6.0,322.85,17.27,40.93,0.0,42.89,167.87,322.33,28.33,50.54,0.0,42.83,187.17,5.0
827,PM10,2017-10-15,320.38,2017.0,10.0,15.0,11.5,38.7,380.65,36.87,0.42,35.12,130.38,92.05,185.94,37.0,27.0,8.7,8.0,5.0,8.75,36.29,36.29,37.17,6.25,0.0,18.5,0.0,1004.04,31.58,10.0,204.92,5.46,358.01,20.86,36.88,0.07,40.0,183.08,320.38,34.21,45.67,2.38,39.62,202.5,5.08
828,PM10,2017-10-16,337.38,2017.0,10.0,16.0,11.5,42.24,403.78,45.8,2.72,31.61,140.19,118.45,206.31,37.0,27.0,8.7,8.0,4.96,8.5,36.21,36.21,37.0,5.88,0.0,18.54,0.0,1005.17,31.42,10.0,277.08,5.17,380.38,43.36,40.07,2.54,35.96,203.23,337.38,71.83,49.54,84.92,35.46,222.79,6.0
829,PM10,2017-10-17,368.67,2017.0,10.0,17.0,11.5,11.59,366.5,36.05,3.17,49.36,151.55,101.53,196.63,36.0,26.0,8.7,7.0,4.71,8.12,33.62,33.62,35.08,7.0,0.0,19.58,0.0,1006.83,29.67,10.0,247.54,6.17,405.42,28.19,44.05,2.84,50.06,191.56,368.67,46.5,54.46,86.54,51.17,210.92,6.0
830,PM10,2017-10-18,330.58,2017.0,10.0,18.0,11.5,31.43,408.92,47.26,2.6,49.21,157.56,94.26,219.72,35.0,25.0,8.7,7.0,4.67,12.04,33.92,33.92,34.58,7.71,0.0,26.62,0.0,1008.33,29.33,10.0,230.75,6.62,375.0,25.83,42.81,3.05,49.04,229.45,330.58,42.62,52.79,91.0,49.96,248.96,6.0
831,PM10,2017-10-19,391.57,2017.0,10.0,19.0,11.0,66.13,414.76,14.69,1.09,53.46,99.46,59.43,41.41,36.0,26.0,8.7,8.0,4.91,16.04,36.0,36.0,35.17,5.04,2.22,32.87,0.0,1007.78,30.74,10.0,54.52,4.35,423.53,29.58,35.41,1.52,47.96,102.04,391.57,49.13,43.61,56.48,48.04,119.52,6.0
832,PM10,2017-10-20,483.33,2017.0,10.0,20.0,13.39,10.98,589.81,68.24,2.86,31.14,194.93,116.72,45.71,36.0,27.0,8.7,8.0,4.61,12.39,34.44,34.44,34.94,7.56,1.89,26.39,0.0,1006.78,31.17,10.0,141.17,6.5,490.52,54.86,33.14,1.41,60.21,24.24,483.33,91.22,40.89,42.83,30.33,29.89,5.06
833,PM10,2017-10-21,529.5,2017.0,10.0,21.0,11.5,35.14,470.97,38.61,1.55,41.5,112.26,91.33,124.73,36.0,26.0,8.7,8.0,4.83,7.62,34.33,34.33,35.67,7.38,0.0,18.54,0.0,1005.71,30.42,10.0,245.21,6.58,524.02,36.73,50.81,2.64,48.29,142.66,529.5,60.75,62.83,80.17,44.0,161.25,5.75
834,PM10,2017-10-22,364.0,2017.0,10.0,22.0,11.5,19.33,365.03,53.55,1.79,5.74,381.87,148.97,5.06,36.0,26.0,8.7,8.0,4.88,6.12,34.46,34.46,35.92,6.58,0.0,16.71,0.0,1005.0,30.38,10.0,126.17,5.71,407.79,20.01,53.31,0.8,4.79,27.65,355.79,32.79,49.46,23.62,1.21,33.38,4.12
835,PM10,2017-10-23,331.25,2017.0,10.0,23.0,11.5,80.78,375.93,39.88,3.65,42.98,188.34,117.55,206.21,35.0,26.0,8.7,7.0,4.71,7.75,34.21,34.21,35.46,5.88,0.0,19.38,0.0,1007.67,29.88,10.0,162.42,5.17,375.43,30.43,38.34,3.81,43.07,131.3,331.25,52.58,47.29,111.17,42.75,147.96,6.0
836,PM10,2017-10-24,344.23,2017.0,10.0,24.0,10.5,201.12,406.72,37.93,2.86,39.73,125.63,103.46,179.91,34.0,25.0,8.7,7.0,4.95,4.36,32.36,32.36,34.09,8.95,0.0,16.05,0.0,1010.27,29.14,10.0,305.59,7.91,385.65,156.65,43.51,3.01,38.33,195.17,344.0,314.09,53.64,83.82,37.73,214.5,6.0
837,PM2.5,2017-10-26,358.5,2017.0,10.0,26.0,12.5,138.67,249.38,34.97,0.88,111.9,3.01,40.88,41.86,34.0,24.0,8.7,7.0,8.0,3.5,36.67,36.67,37.5,5.5,0.0,12.33,0.0,1013.0,32.5,10.0,119.5,4.83,391.59,196.48,36.65,3.06,55.06,151.49,351.33,358.33,45.33,97.5,54.83,171.0,6.0
838,PM2.5,2017-10-27,353.12,2017.0,10.0,27.0,13.5,164.44,317.44,48.31,1.36,94.76,5.13,72.64,74.08,33.0,23.0,8.7,7.0,7.75,9.38,34.38,34.38,35.25,4.88,2.12,20.75,0.0,1010.88,31.12,10.0,158.25,4.25,372.57,188.75,40.32,1.13,105.85,79.82,334.0,352.38,49.88,46.88,108.62,98.0,6.0
839,PM2.5,2017-10-29,337.0,2017.0,10.0,29.0,14.0,85.5,176.5,19.7,0.55,65.36,2.27,34.42,34.86,32.0,23.0,8.7,7.0,8.0,7.0,33.0,33.0,35.0,8.0,0.0,18.0,0.0,1013.0,30.0,10.0,24.0,7.0,334.38,168.91,42.12,1.38,96.59,68.38,334.0,337.0,52.0,35.0,96.0,85.0,6.0
840,PM2.5,2017-10-30,352.14,2017.0,10.0,30.0,20.0,307.57,561.77,53.56,1.88,16.22,157.39,158.17,202.52,32.0,23.0,8.7,7.0,2.71,10.43,30.71,30.71,31.86,2.57,0.0,27.29,0.0,1013.0,26.57,10.0,112.0,2.29,364.79,186.84,44.81,2.06,47.34,71.98,340.71,351.0,55.14,65.86,47.0,89.43,6.0
841,PM2.5,2017-10-31,375.08,2017.0,10.0,31.0,6.42,237.33,396.96,16.02,3.85,22.34,192.01,79.23,278.75,32.0,23.0,8.7,7.0,4.83,10.75,32.5,32.5,33.42,4.58,0.0,26.08,0.0,1013.58,27.25,10.0,196.5,3.92,395.82,218.06,41.52,3.37,14.67,142.43,356.67,375.08,51.17,116.67,14.08,161.33,6.0
842,PM2.5,2017-11-01,325.33,2017.0,11.0,1.0,11.5,184.85,257.43,28.01,2.3,38.13,73.3,68.56,125.16,33.0,23.0,8.7,7.0,4.46,13.38,31.83,31.83,32.12,8.17,0.0,33.67,0.0,1013.62,27.04,10.0,114.04,7.12,218.18,153.26,26.51,1.93,36.37,112.95,180.58,325.33,32.67,64.04,35.92,132.46,6.0
843,PM10,2017-11-02,267.75,2017.0,11.0,2.0,11.5,78.12,229.12,25.39,1.25,108.36,3.34,39.24,39.52,31.0,23.0,8.7,7.0,8.0,12.5,35.0,35.0,35.75,8.0,0.0,24.75,0.0,1011.75,30.75,10.0,21.0,7.0,268.47,84.12,32.9,2.25,51.69,108.02,267.75,178.5,40.5,102.75,51.25,127.5,6.0
844,PM10,2017-11-03,131.09,2017.0,11.0,3.0,12.05,41.17,137.96,29.04,1.18,90.22,11.09,28.37,40.39,31.0,23.0,8.7,7.0,4.45,13.36,31.86,31.86,32.18,7.05,0.0,32.77,0.0,1012.95,26.82,10.0,51.73,6.14,125.06,38.34,27.19,1.08,113.9,32.56,116.5,63.5,33.55,47.91,78.77,40.23,5.64
845,PM10,2017-11-04,326.43,2017.0,11.0,4.0,20.0,77.71,236.94,43.87,1.49,16.93,1.16,27.06,25.12,30.0,22.0,8.7,7.0,2.71,16.0,31.29,31.29,30.86,5.71,0.14,40.71,0.0,1015.0,25.86,10.0,82.57,4.86,326.75,122.97,33.37,1.44,50.14,128.84,326.43,301.86,41.14,32.29,49.57,148.43,6.0
846,PM2.5,2017-11-05,198.25,2017.0,11.0,5.0,11.5,103.84,234.86,51.26,1.79,51.78,15.92,39.33,56.78,31.0,23.0,8.7,7.0,4.38,15.0,32.67,32.67,32.42,3.67,0.75,36.0,0.0,1014.88,26.79,10.0,129.21,3.21,181.25,89.77,43.98,1.41,65.6,29.15,153.79,197.92,54.25,52.96,69.08,35.96,6.0
847,PM10,2017-11-06,137.92,2017.0,11.0,6.0,11.5,10.21,107.67,27.2,1.24,38.63,9.02,55.43,61.69,31.0,23.0,8.7,7.0,4.38,12.08,31.12,31.12,31.92,6.62,0.33,30.5,0.0,1014.0,26.62,10.0,300.62,5.79,156.84,10.82,26.08,1.14,46.37,69.68,137.5,17.5,32.21,37.92,46.21,86.46,6.0
848,PM10,2017-11-07,109.17,2017.0,11.0,7.0,11.5,17.73,77.99,19.08,1.61,40.85,18.28,51.53,70.87,31.0,22.0,8.7,7.0,4.33,8.12,29.92,29.92,31.67,6.29,0.33,23.88,0.0,1013.62,26.21,10.0,249.5,5.5,109.3,12.81,17.36,1.34,36.85,54.88,104.88,20.75,21.25,51.0,36.46,67.92,6.0
849,PM10,2017-11-08,83.29,2017.0,11.0,8.0,11.5,9.66,67.57,14.99,0.6,36.69,6.01,24.61,30.14,31.0,22.0,8.7,7.0,4.25,7.21,28.83,28.83,30.42,6.33,1.54,23.75,0.0,1013.5,25.92,10.0,275.92,5.42,83.77,8.21,14.04,0.68,35.37,39.21,83.29,13.12,17.0,32.04,34.79,48.46,6.0
850,NOx,2017-11-09,227.83,2017.0,11.0,9.0,11.5,9.6,156.42,17.19,1.54,38.97,39.26,57.29,230.25,31.0,22.0,8.7,7.0,4.29,8.88,29.88,29.83,31.29,5.96,0.0,25.25,0.0,1012.46,25.75,10.0,178.54,5.08,151.96,19.47,17.98,1.75,42.25,208.33,134.46,32.08,22.0,60.83,41.71,227.83,6.0
851,PM10,2017-11-10,289.04,2017.0,11.0,10.0,11.5,29.58,268.55,34.95,3.06,44.36,139.57,78.19,212.3,31.0,21.0,8.7,7.0,4.29,6.5,29.79,29.67,31.38,5.29,0.71,21.79,0.0,1013.5,25.71,10.0,182.62,4.62,289.46,36.51,38.33,3.11,48.62,195.05,289.04,60.29,47.33,89.38,49.46,214.5,6.0
852,PM10,2017-11-11,595.35,2017.0,11.0,11.0,11.09,369.96,616.52,30.96,3.79,27.54,182.96,190.71,225.78,30.0,22.0,5.6,7.0,4.26,2.43,25.91,25.96,27.52,4.65,35.52,20.26,0.0,1013.91,25.74,10.0,268.26,3.43,571.44,330.74,30.44,3.68,26.97,215.26,595.35,161.65,37.39,120.39,26.52,234.74,6.0
853,PM10,2017-11-12,404.54,2017.0,11.0,12.0,11.5,215.25,353.17,30.48,4.41,19.97,140.46,124.65,78.93,29.0,21.0,8.7,6.0,4.12,2.92,27.21,27.0,28.92,5.75,4.38,19.12,0.0,1011.62,24.88,10.0,238.83,4.83,426.49,256.07,43.31,4.15,19.77,122.67,395.92,79.38,53.46,126.21,19.29,141.54,5.5
854,PM10,2017-11-13,725.5,2017.0,11.0,13.0,11.5,363.29,614.12,35.97,4.26,30.1,181.12,136.0,157.63,30.0,21.0,8.7,6.0,4.17,6.71,28.92,28.58,30.21,7.04,0.25,22.88,0.0,1010.21,24.96,10.0,99.0,6.04,665.22,396.24,20.79,4.45,30.09,180.16,725.5,317.75,25.54,129.96,29.5,199.58,6.0
855,PM10,2017-11-14,519.25,2017.0,11.0,14.0,11.5,286.58,473.29,27.86,3.82,23.37,138.31,110.94,177.98,29.0,21.0,8.7,6.0,4.12,6.04,26.04,26.04,26.88,12.92,3.0,26.92,0.0,1010.71,24.54,10.0,119.83,11.08,516.59,306.66,35.68,3.07,23.43,170.69,519.25,104.33,43.96,112.71,22.88,190.12,6.0
856,PM10,2017-11-15,415.62,2017.0,11.0,15.0,11.5,220.54,387.04,24.38,3.22,20.37,78.21,95.47,159.24,28.0,20.0,8.7,6.0,4.04,7.71,25.21,25.54,25.67,11.75,6.17,32.46,0.0,1012.25,23.88,10.0,99.58,9.88,435.62,257.1,24.0,3.13,20.43,169.72,408.54,176.75,29.54,97.83,20.08,189.21,5.92
857,PM2.5,2017-11-16,378.54,2017.0,11.0,16.0,11.5,211.27,365.23,42.18,2.72,22.16,118.64,99.77,232.46,28.0,20.0,8.7,6.0,4.0,6.88,24.67,25.08,25.08,10.62,12.17,31.58,0.0,1013.88,23.54,10.0,77.75,8.96,391.52,222.62,31.77,3.24,22.24,205.12,351.33,378.54,39.29,98.38,21.79,224.67,6.0
858,PM2.5,2017-11-17,343.86,2017.0,11.0,17.0,10.5,152.6,267.81,35.92,1.94,20.12,61.96,86.99,167.44,25.0,20.0,8.7,6.0,3.95,7.91,23.5,24.41,23.32,11.86,26.59,36.91,0.0,1014.23,22.27,10.0,307.09,9.36,310.01,177.48,41.28,2.09,19.71,201.58,305.18,343.86,50.91,58.86,19.27,221.09,6.0
859,PM2.5,2017-11-18,320.75,2017.0,11.0,18.0,17.5,152.67,252.0,32.68,1.64,34.07,18.42,101.3,119.19,26.0,19.0,8.7,6.0,4.08,6.0,23.92,24.25,24.0,12.17,33.0,31.33,0.0,1014.0,23.25,10.0,318.17,8.17,257.63,147.37,37.96,1.94,32.42,141.66,248.92,320.75,46.83,32.83,32.08,161.25,6.0
860,PM2.5,2017-11-19,314.62,2017.0,11.0,19.0,11.5,140.83,247.55,30.45,1.62,41.75,39.53,78.66,128.14,27.0,19.0,8.7,6.0,3.83,0.42,22.71,22.79,23.21,13.88,19.38,22.08,0.0,1016.0,21.79,10.0,316.12,11.12,234.86,139.39,30.71,1.34,42.69,105.77,189.54,314.62,38.0,49.42,42.21,125.17,6.0
861,PM2.5,2017-11-20,344.83,2017.0,11.0,20.0,11.5,197.88,342.96,33.11,2.19,34.91,72.32,95.06,157.55,25.0,17.0,8.7,6.0,3.67,-0.46,23.5,23.67,24.08,13.29,0.92,19.88,0.0,1016.79,20.38,10.0,305.08,11.17,313.66,178.8,30.72,2.0,35.05,154.47,313.17,344.83,37.92,55.38,34.58,173.96,6.0
862,PM2.5,2017-11-21,366.46,2017.0,11.0,21.0,11.5,203.92,343.17,24.51,1.93,34.13,68.48,86.93,160.26,25.0,15.0,8.7,5.0,3.62,-0.5,23.42,23.12,23.88,11.62,0.08,20.21,0.0,1014.62,19.71,10.0,287.21,10.08,345.05,206.96,29.07,2.13,34.35,158.37,326.29,366.46,35.88,74.71,33.83,177.88,6.0
863,PM2.5,2017-11-22,355.79,2017.0,11.0,22.0,11.5,190.17,346.92,37.53,1.96,34.41,68.91,92.76,182.56,25.0,16.0,8.7,5.0,3.67,-1.83,23.17,23.04,23.71,12.38,2.5,18.58,0.0,1013.92,19.75,10.0,290.25,9.79,345.76,192.96,31.54,1.95,34.65,170.47,332.88,355.79,38.88,66.83,34.12,189.96,6.0
864,PM2.5,2017-11-23,363.42,2017.0,11.0,23.0,11.5,216.46,380.62,43.94,2.2,34.34,87.5,100.66,189.12,26.0,15.0,8.7,5.0,3.67,-6.75,22.21,21.88,22.75,10.5,10.25,13.58,0.0,1013.29,19.96,10.0,298.62,8.38,359.61,202.93,41.71,2.12,34.35,188.72,330.58,363.42,51.58,60.96,33.79,208.17,6.0
865,PM2.5,2017-11-24,369.0,2017.0,11.0,24.0,11.5,206.83,360.29,45.99,2.21,35.64,85.64,109.29,221.35,26.0,16.0,8.7,6.0,3.71,-6.21,24.62,24.29,25.29,9.17,0.0,12.17,0.0,1014.71,20.38,10.0,295.29,8.0,370.18,210.32,46.32,2.26,35.78,218.8,324.54,369.0,57.25,69.96,35.29,238.33,6.0
866,PM2.5,2017-11-25,377.0,2017.0,11.0,25.0,11.5,237.92,416.79,50.06,2.99,38.59,101.52,110.51,147.78,27.0,17.0,8.7,6.0,3.79,-6.17,25.29,24.75,26.25,7.75,0.0,11.75,0.0,1015.08,21.08,10.0,306.38,6.79,380.48,220.65,46.93,2.54,38.49,193.74,337.54,377.0,57.96,75.21,38.08,213.29,6.0
867,PM10,2017-11-26,386.6,2017.0,11.0,26.0,15.4,256.33,450.47,43.53,4.3,54.82,140.7,118.43,105.63,27.0,17.0,8.7,6.0,4.27,-1.73,26.53,25.87,27.6,7.2,0.0,14.93,0.0,1015.73,22.73,10.0,317.27,6.27,410.84,226.19,50.11,4.14,54.95,110.8,375.8,353.07,62.0,114.93,54.4,130.27,5.93
868,PM10,2017-11-27,455.29,2017.0,11.0,27.0,11.5,264.92,454.62,44.08,3.02,36.3,115.79,110.36,173.59,28.0,18.0,8.7,6.0,3.88,-2.12,25.0,24.54,25.71,10.67,1.25,16.0,0.0,1013.29,21.67,10.0,283.79,9.08,470.46,276.9,40.63,3.22,36.29,155.48,455.29,33.42,50.17,86.96,35.83,174.88,5.96
869,PM10,2017-11-28,406.12,2017.0,11.0,28.0,11.5,239.33,454.25,48.49,2.44,30.94,90.26,108.66,199.11,27.0,17.0,8.7,6.0,3.88,0.54,25.96,25.46,26.88,7.46,0.0,18.08,0.0,1012.88,21.62,10.0,194.38,6.46,434.25,238.92,47.17,2.89,30.9,207.35,388.92,305.0,58.29,90.71,30.5,226.75,5.75
870,PM10,2017-11-29,436.17,2017.0,11.0,29.0,11.5,261.71,471.54,39.23,3.54,17.56,218.79,140.93,255.12,27.0,18.0,8.7,6.0,3.92,3.83,26.5,26.04,27.38,6.62,0.0,22.54,0.0,1015.04,21.83,10.0,93.5,5.71,457.21,247.82,43.14,3.76,17.3,194.41,420.29,192.67,53.25,121.29,16.71,213.96,5.62
871,PM10,2017-11-30,491.12,2017.0,11.0,30.0,11.5,274.58,471.04,27.26,5.14,25.13,137.83,125.58,154.38,27.0,18.0,8.7,6.0,3.92,5.38,26.75,26.42,27.54,5.75,0.0,25.25,0.0,1014.79,22.0,10.0,302.88,5.0,496.29,276.25,33.19,4.64,25.43,207.8,491.12,31.96,40.96,121.38,24.88,227.46,6.0
872,PM10,2017-12-01,366.89,2017.0,12.0,1.0,9.53,253.06,365.47,28.29,2.25,45.5,77.78,68.38,144.77,25.0,17.0,8.7,6.0,3.89,3.26,26.0,25.68,26.84,5.0,0.0,22.0,0.0,1014.89,20.89,10.0,245.89,4.26,325.31,234.15,27.99,2.68,36.71,157.72,320.21,256.74,34.53,74.16,36.11,177.05,5.74
